"Longitude (x)","Latitude (y)","Station Name","Climate ID","Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"-114.02","51.11","CALGARY INT'L A","3031093","8","4","23.5","9.6","34.0","33.9","1893","1884-2011","","2.2","1903","1884-2011","","59.2","1919","1884-2011","","59.2","1919","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","5","23.5","9.6","34.0","35.0","1893","1884-2011","","2.2","1900","1884-2011","","29.0","1962","1884-2011","","29.0","1962","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","6","23.5","9.6","34.0","33.9","1997","1884-2011","","0.0","1889","1884-2011","","31.8","1885","1884-2011","","31.8","1885","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","7","23.5","9.5","34.0","33.3","1920","1884-2011","","1.7","1889","1884-2011","","37.6","1911","1884-2011","","37.6","1911","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","8","23.4","9.5","34.0","33.3","1933","1884-2011","","1.1","1917","1884-2011","","25.7","1953","1884-2011","","25.7","1953","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","9","23.4","9.4","34.0","32.7","1991","1884-2011","","0.0","1887","1884-2011","","33.5","1903","1884-2011","","33.5","1903","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","10","23.3","9.4","34.0","32.2","1928","1884-2011","","2.2","1911","1884-2011","","41.4","1903","1884-2011","","41.4","1903","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","11","23.3","9.3","34.0","32.2","1906","1884-2011","","1.1","1893","1884-2011","","52.4","1999","1884-2011","","52.4","1999","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","12","23.2","9.2","34.0","33.9","1940","1884-2011","","2.8","1966","1884-2011","","19.8","1974","1884-2011","","19.8","1974","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","13","23.1","9.1","34.0","33.3","1906","1884-2011","","1.7","1884","1884-2011","","37.1","1954","1884-2011","","37.1","1954","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","14","23.0","9.1","34.0","33.0","1994","1884-2011","","0.6","1895","1884-2011","","67.6","1899","1884-2011","","67.6","1899","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","15","22.9","9.0","34.0","34.4","1961","1884-2011","","0.6","1935","1884-2011","","29.8","1997","1884-2011","","29.8","1997","1884-2011","","0.3","1946","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","16","22.9","8.9","34.0","33.3","1962","1884-2011","","0.0","1946","1884-2011","","55.3","1978","1884-2011","","55.3","1978","1884-2011","","1.0","1946","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","17","22.7","8.8","34.0","33.0","2001","1884-2011","","0.6","1889","1884-2011","","70.6","1902","1884-2011","","70.6","1902","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","18","22.6","8.7","34.0","34.0","2008","1884-2011","","0.6","1890","1884-2011","","54.4","1902","1884-2011","","54.4","1902","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","19","22.5","8.6","34.0","32.2","1897","1884-2011","","0.0","1939","1884-2011","","23.8","1977","1884-2011","","23.8","1977","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","20","22.4","8.4","34.0","32.8","1967","1884-2011","","1.1","1945","1884-2011","","29.4","1988","1884-2011","","29.4","1988","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","21","22.2","8.3","34.0","33.3","1894","1884-2011","","0.0","1904","1884-2011","","41.1","1906","1884-2011","","41.1","1906","1884-2011","","0.2","1992","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","22","22.1","8.2","34.0","31.7","1912","1884-2011","","0.4","1992","1884-2011","","41.7","1947","1884-2011","","41.7","1947","1884-2011","","0.4","1992","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","23","21.9","8.0","34.0","32.2","1888","1884-2011","","-0.7","1992","1884-2011","","57.9","1903","1884-2011","","57.9","1903","1884-2011","","0.4","1992","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","24","21.8","7.9","34.0","32.2","1894","1884-2011","","-2.8","1992","1884-2011","","75.9","1954","1884-2011","","75.9","1954","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","25","21.6","7.7","34.0","31.1","1894","1884-2011","","-3.2","1992","1884-2011","","80.8","1945","1884-2011","","80.8","1945","1884-2011","","6.1","1900","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","26","21.4","7.6","34.0","33.3","1924","1884-2011","","-0.6","1900","1884-2011","","25.9","1954","1884-2011","","25.9","1954","1884-2011","","4.3","1900","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","27","21.3","7.4","34.0","31.1","2001","1884-2011","","-1.1","1900","1884-2011","","24.6","1951","1884-2011","","24.6","1951","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","28","21.1","7.2","34.0","33.9","1929","1884-2011","","-1.1","1899","1884-2011","","30.5","1894","1884-2011","","30.5","1894","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","29","20.9","7.1","34.0","33.9","1929","1884-2011","","-0.6","1920","1884-2011","","17.5","1912","1884-2011","","17.5","1912","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","30","20.7","6.9","34.0","32.4","1996","1884-2011","","-2.2","1886","1884-2011","","29.2","1951","1884-2011","","29.2","1951","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","8","31","20.5","6.7","34.0","32.4","1991","1884-2011","","0.6","1930","1884-2011","","25.1","1890","1884-2011","","25.1","1890","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","1","20.2","6.5","30.0","33.3","1967","1884-2011","","-0.6","1972","1884-2011","","64.0","1926","1884-2011","","64.0","1926","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","2","20.0","6.3","30.0","32.5","1998","1884-2011","","-1.1","1943","1884-2011","","31.6","2000","1884-2011","","31.6","2000","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","3","19.8","6.1","30.0","31.2","2003","1884-2011","","-2.2","1929","1884-2011","","21.3","1965","1884-2011","","21.3","1965","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","4","19.6","5.9","30.0","30.4","2006","1884-2011","","-2.8","1892","1884-2011","","18.8","1946","1884-2011","","18.8","1946","1884-2011","","0.0","1884","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","5","19.4","5.7","30.0","32.8","1967","1884-2011","","-2.2","1956","1884-2011","","29.2","1940","1884-2011","","29.2","1940","1884-2011","","4.2","1992","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","6","19.2","5.6","30.0","30.0","1934","1884-2011","","-3.3","1885","1884-2011","","40.8","1984","1884-2011","","40.8","1984","1884-2011","","13.7","1972","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","7","19.0","5.4","30.0","32.2","1998","1884-2011","","-4.4","1895","1884-2011","","67.3","1926","1884-2011","","67.3","1926","1884-2011","","11.4","1962","1884-2011","","1","1985","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","8","18.8","5.2","30.0","31.1","1923","1884-2011","","-4.4","1928","1884-2011","","27.2","1912","1884-2011","","27.2","1912","1884-2011","","11.7","1921","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","9","18.6","5.0","30.0","30.7","1981","1884-2011","","-2.2","1897","1884-2011","","16.0","1974","1884-2011","","16.0","1974","1884-2011","","11.9","1921","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","10","18.4","4.8","30.0","30.0","1948","1884-2011","","-4.4","1896","1884-2011","","64.8","2005","1884-2011","","64.8","2005","1884-2011","","15.7","1890","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","11","18.2","4.7","30.0","28.9","1968","1884-2011","","-4.4","1889","1884-2011","","27.2","1887","1884-2011","","27.2","1887","1884-2011","","13.2","1907","1884-2011","","3","1970","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","12","18.0","4.5","30.0","30.0","1888","1884-2011","","-6.1","1890","1884-2011","","92.6","1985","1884-2011","","92.6","1985","1884-2011","","8.9","1907","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","13","17.9","4.3","30.0","30.0","1892","1884-2011","","-6.7","1907","1884-2011","","24.0","2006","1884-2011","","24.0","2006","1884-2011","","10.2","1903","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","14","17.7","4.1","30.0","32.2","1923","1884-2011","","-6.1","1970","1884-2011","","37.6","1900","1884-2011","","30.0","1900","1884-2011","","7.6","1900","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","15","17.5","4.0","30.0","30.6","1979","1884-2011","","-6.1","1921","1884-2011","","11.4","1900","1884-2011","","9.9","1954","1884-2011","","7.6","1900","1884-2011","","3","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","16","17.3","3.8","30.0","30.7","2009","1884-2011","","-3.9","1926","1884-2011","","21.3","1986","1884-2011","","21.3","1986","1884-2011","","14.2","1925","1884-2011","","3","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","17","17.2","3.6","30.0","31.3","1981","1884-2011","","-3.3","1965","1884-2011","","13.8","1996","1884-2011","","13.8","1996","1884-2011","","5.8","1943","1884-2011","","5","2003","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","18","17.0","3.5","30.0","32.2","1981","1884-2011","","-3.9","1957","1884-2011","","18.0","1968","1884-2011","","18.0","1968","1884-2011","","15.5","1947","1884-2011","","1","1995","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","19","16.9","3.3","30.0","31.1","1938","1884-2011","","-3.6","1983","1884-2011","","26.4","1981","1884-2011","","26.4","1981","1884-2011","","22.9","1895","1884-2011","","2","1985","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","20","16.7","3.1","30.0","29.4","1922","1884-2011","","-7.8","1934","1884-2011","","30.5","1945","1884-2011","","28.2","1945","1884-2011","","11.2","1955","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","21","16.6","3.0","30.0","28.9","1938","1884-2011","","-6.7","1926","1884-2011","","21.3","1969","1884-2011","","21.3","1969","1884-2011","","11.9","1945","1884-2011","","5","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","22","16.4","2.8","30.0","29.0","1994","1884-2011","","-7.8","2000","1884-2011","","14.7","1940","1884-2011","","14.7","1940","1884-2011","","12.7","1926","1884-2011","","7","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","23","16.3","2.7","30.0","33.2","2009","1884-2011","","-11.7","1926","1884-2011","","28.2","1900","1884-2011","","28.2","1900","1884-2011","","10.7","1930","1884-2011","","3","1984","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","24","16.2","2.5","30.0","31.9","2001","1884-2011","","-13.3","1926","1884-2011","","10.7","1908","1884-2011","","7.1","1915","1884-2011","","10.7","1908","1884-2011","","5","1972","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","25","16.0","2.4","30.0","31.1","1922","1884-2011","","-12.2","1934","1884-2011","","60.7","1986","1884-2011","","55.6","1986","1884-2011","","11.4","1951","1884-2011","","8","1972","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","26","15.9","2.2","30.0","30.0","1952","1884-2011","","-8.3","1900","1884-2011","","24.8","1982","1884-2011","","24.8","1982","1884-2011","","15.5","1925","1884-2011","","10","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","27","15.8","2.1","30.0","31.7","1967","1884-2011","","-9.4","1941","1884-2011","","6.6","1895","1884-2011","","6.6","1895","1884-2011","","6.6","1925","1884-2011","","10","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","28","15.6","1.9","30.0","28.9","1890","1884-2011","","-9.0","1985","1884-2011","","19.8","1925","1884-2011","","7.1","1897","1884-2011","","19.8","1925","1884-2011","","5","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","29","15.5","1.8","30.0","29.4","1888","1884-2011","","-8.3","1884","1884-2011","","15.5","1925","1884-2011","","6.0","1977","1884-2011","","15.5","1925","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","9","30","15.4","1.7","30.0","30.0","1920","1884-2011","","-8.6","1983","1884-2011","","11.4","1891","1884-2011","","11.4","1891","1884-2011","","10.4","1925","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","1","15.3","1.5","23.0","27.2","2008","1884-2011","","-7.2","1925","1884-2011","","45.7","1915","1884-2011","","45.7","1915","1884-2011","","15.2","1996","1884-2011","","8","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","2","15.2","1.4","23.0","29.4","1943","1884-2011","","-11.7","1891","1884-2011","","11.2","1946","1884-2011","","11.2","1946","1884-2011","","4.6","1954","1884-2011","","8","1996","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","3","15.0","1.2","23.0","29.4","1913","1884-2011","","-11.7","1900","1884-2011","","23.4","1938","1884-2011","","23.4","1938","1884-2011","","11.2","1957","1884-2011","","0","1955","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","4","14.9","1.1","23.0","28.3","1943","1884-2011","","-13.3","1954","1884-2011","","29.7","1914","1884-2011","","6.6","1992","1884-2011","","29.7","1914","1884-2011","","13","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","5","14.8","0.9","23.0","29.4","1889","1884-2011","","-10.0","1954","1884-2011","","18.3","1970","1884-2011","","9.7","1970","1884-2011","","9.1","1914","1884-2011","","10","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","6","14.6","0.8","23.0","29.4","1889","1884-2011","","-15.6","1900","1884-2011","","7.8","2011","1884-2011","","7.8","2011","1884-2011","","2.8","1985","1884-2011","","10","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","7","14.4","0.6","23.0","29.4","1933","1884-2011","","-9.4","1970","1884-2011","","10.8","1997","1884-2011","","8.9","1926","1884-2011","","14.2","1961","1884-2011","","8","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","8","14.3","0.4","23.0","26.7","1984","1884-2011","","-10.0","2009","1884-2011","","16.0","1960","1884-2011","","6.9","1947","1884-2011","","11.9","1960","1884-2011","","8","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","9","14.1","0.2","23.0","24.4","1921","1884-2011","","-17.2","1932","1884-2011","","16.8","1949","1884-2011","","9.1","1896","1884-2011","","15.2","1924","1884-2011","","5","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","10","13.9","0.1","23.0","28.9","1934","1884-2011","","-11.7","1972","1884-2011","","18.5","1927","1884-2011","","18.5","1927","1884-2011","","12.7","1899","1884-2011","","6","1997","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","11","13.7","-0.2","23.0","29.4","1934","1884-2011","","-12.9","2009","1884-2011","","10.2","1899","1884-2011","","9.7","1951","1884-2011","","10.2","1899","1884-2011","","3","1972","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","12","13.4","-0.4","23.0","27.8","1964","1884-2011","","-16.3","2009","1884-2011","","8.6","1952","1884-2011","","8.6","1952","1884-2011","","11.7","1966","1884-2011","","3","1968","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","13","13.2","-0.6","23.0","26.7","1964","1884-2011","","-12.2","1928","1884-2011","","17.0","1971","1884-2011","","12.1","1980","1884-2011","","14.2","1971","1884-2011","","8","1966","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","14","13.0","-0.8","23.0","28.3","1945","1884-2011","","-15.6","1899","1884-2011","","12.8","1994","1884-2011","","11.6","1994","1884-2011","","12.2","1913","1884-2011","","7","2009","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","15","12.7","-1.0","23.0","26.1","1945","1884-2011","","-11.8","2001","1884-2011","","7.6","1993","1884-2011","","5.1","1985","1884-2011","","6.4","1930","1884-2011","","8","2009","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","16","12.5","-1.2","23.0","25.6","1929","1884-2011","","-14.4","1930","1884-2011","","13.2","1892","1884-2011","","2.3","1918","1884-2011","","13.2","1892","1884-2011","","4","2009","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","17","12.2","-1.4","23.0","24.4","1963","1884-2011","","-13.9","1892","1884-2011","","11.7","1904","1884-2011","","5.6","1928","1884-2011","","11.7","1904","1884-2011","","5","2006","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","18","12.0","-1.7","23.0","23.9","1942","1884-2011","","-15.6","1951","1884-2011","","13.0","1929","1884-2011","","12.4","1929","1884-2011","","12.2","1951","1884-2011","","2","1982","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","19","11.7","-1.9","23.0","25.0","1921","1884-2011","","-16.1","1905","1884-2011","","11.4","1935","1884-2011","","3.2","2006","1884-2011","","11.4","1935","1884-2011","","6","2004","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","20","11.4","-2.1","23.0","23.9","1940","1884-2011","","-14.0","1984","1884-2011","","4.1","1961","1884-2011","","3.2","2006","1884-2011","","5.6","1961","1884-2011","","10","1979","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","21","11.1","-2.4","23.0","24.7","2003","1884-2011","","-17.8","1961","1884-2011","","23.9","1957","1884-2011","","5.6","1920","1884-2011","","23.9","1957","1884-2011","","9","1979","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","22","10.8","-2.6","23.0","23.3","1965","1884-2011","","-13.9","1957","1884-2011","","18.0","1939","1884-2011","","5.1","1898","1884-2011","","18.0","1939","1884-2011","","23","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","23","10.4","-2.9","23.0","26.1","1903","1884-2011","","-17.2","1893","1884-2011","","15.2","1939","1884-2011","","10.2","1902","1884-2011","","15.2","1939","1884-2011","","18","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","24","10.1","-3.1","23.0","23.0","2007","1884-2011","","-22.2","1887","1884-2011","","16.8","1888","1884-2011","","5.4","1978","1884-2011","","16.8","1888","1884-2011","","18","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","25","9.8","-3.4","23.0","22.8","1929","1884-2011","","-22.2","1939","1884-2011","","9.9","1972","1884-2011","","5.1","1906","1884-2011","","11.6","1991","1884-2011","","18","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","26","9.4","-3.7","23.0","23.9","1904","1881-2011","","-20.6","1939","1881-2011","","17.3","1956","1881-2011","","4.6","1981","1881-2011","","17.3","1956","1881-2011","","13","1957","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","27","9.1","-3.9","23.0","21.1","1944","1881-2011","","-21.7","1919","1881-2011","","15.2","1961","1881-2011","","4.4","2003","1881-2011","","16.5","1961","1881-2011","","15","1991","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","28","8.7","-4.2","23.0","21.7","1953","1881-2011","","-25.0","1991","1881-2011","","10.2","1935","1881-2011","","8.4","1906","1881-2011","","10.2","1935","1881-2011","","15","1961","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","29","8.3","-4.5","23.0","25.0","1887","1881-2011","","-24.3","1984","1881-2011","","10.0","2003","1881-2011","","7.9","1920","1881-2011","","12.2","2003","1881-2011","","13","1961","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","30","7.9","-4.8","23.0","24.4","1887","1881-2011","","-23.9","1984","1881-2011","","6.4","1933","1881-2011","","3.6","1937","1881-2011","","6.4","1933","1881-2011","","10","1991","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","10","31","7.5","-5.1","23.0","21.1","1958","1881-2011","","-25.7","1984","1881-2011","","6.6","1967","1881-2011","","3.0","1968","1881-2011","","9.1","1967","1881-2011","","8","1991","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","1","7.1","-5.4","25.0","20.8","1978","1881-2011","","-27.0","1984","1881-2011","","7.2","1998","1881-2011","","5.4","1998","1881-2011","","5.1","1901","1881-2011","","8","1991","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","2","6.7","-5.7","25.0","21.7","1969","1881-2011","","-23.7","1991","1881-2011","","11.4","1933","1881-2011","","2.6","1977","1881-2011","","11.4","1933","1881-2011","","8","1967","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","3","6.3","-6.0","25.0","21.7","1930","1881-2011","","-18.1","1991","1881-2011","","15.0","1959","1881-2011","","1.6","1993","1881-2011","","15.0","1959","1881-2011","","8","1967","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","4","6.0","-6.3","25.0","22.8","1975","1881-2011","","-22.8","2003","1881-2011","","28.2","1945","1881-2011","","3.8","1989","1881-2011","","27.7","1945","1881-2011","","18","1959","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","5","5.6","-6.6","25.0","21.1","1923","1881-2011","","-24.4","1973","1881-2011","","19.8","1914","1881-2011","","1.4","1986","1881-2011","","19.8","1914","1881-2011","","13","1973","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","6","5.2","-6.8","25.0","21.7","1949","1881-2011","","-27.2","1945","1881-2011","","7.6","1898","1881-2011","","2.3","1988","1881-2011","","8.9","1963","1881-2011","","15","1973","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","7","4.9","-7.1","25.0","21.2","1999","1881-2011","","-28.9","1973","1881-2011","","13.5","1921","1881-2011","","1.8","2006","1881-2011","","13.5","1921","1881-2011","","15","1973","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","8","4.6","-7.4","25.0","21.1","1923","1881-2011","","-31.1","1945","1881-2011","","7.8","1992","1881-2011","","1.0","2010","1881-2011","","12.6","1978","1881-2011","","15","1973","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","9","4.3","-7.6","25.0","21.1","1905","1881-2011","","-23.3","1902","1881-2011","","12.7","1965","1881-2011","","1.0","1946","1881-2011","","16.0","1965","1881-2011","","17","1992","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","10","3.9","-7.9","25.0","20.0","1905","1881-2011","","-29.4","1911","1881-2011","","11.4","1938","1881-2011","","0.4","2004","1881-2011","","11.4","1938","1881-2011","","18","1992","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","11","3.6","-8.1","25.0","19.4","1894","1881-2011","","-29.4","1940","1881-2011","","10.7","1930","1881-2011","","5.6","1948","1881-2011","","10.7","1930","1881-2011","","15","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","12","3.3","-8.3","25.0","20.0","1934","1881-2011","","-29.4","1955","1881-2011","","8.4","1937","1881-2011","","0.4","1989","1881-2011","","8.9","1970","1881-2011","","15","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","13","3.1","-8.6","25.0","18.9","1894","1881-2011","","-32.2","1955","1881-2011","","35.6","1914","1881-2011","","0.3","1996","1881-2011","","35.6","1914","1881-2011","","14","1994","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","14","2.8","-8.8","25.0","18.7","1979","1881-2011","","-27.2","1911","1881-2011","","10.5","1996","1881-2011","","0.0","1881","1881-2011","","13.0","1996","1881-2011","","13","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","15","2.5","-9.0","25.0","19.0","1979","1881-2011","","-28.9","1959","1881-2011","","30.5","1896","1881-2011","","1.2","2008","1881-2011","","30.5","1896","1881-2011","","25","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","16","2.3","-9.2","25.0","19.4","1943","1881-2011","","-27.8","1896","1881-2011","","15.2","1900","1881-2011","","1.0","1899","1881-2011","","16.0","1966","1881-2011","","25","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","17","2.1","-9.4","25.0","16.7","1908","1881-2011","","-27.8","1896","1881-2011","","15.2","1929","1881-2011","","0.4","1999","1881-2011","","15.2","1929","1881-2011","","25","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","18","1.8","-9.6","25.0","21.1","1936","1881-2011","","-33.9","1896","1881-2011","","16.5","1926","1881-2011","","0.6","2005","1881-2011","","16.5","1926","1881-2011","","23","1965","1955-2011",""
"-114.02","51.11","CALGARY INT'L A","3031093","11","19","1.6","-9.8","25.0","20.0","1936","1881-2011","","-33.3","1896","1881-2011","","30.5","1892","1881-2011","","0.4","2001","1881-2011","","30.5","1892","1881-2011","","23","1965","1955-2011",""
